lat,lon,location
41.5805534,-92.7035243,Searsboro
42.4029802,-96.3588424,Sergeant Bluff
40.6822273,-93.1197708,Seymour
40.6588798,-95.0319224,Shambaugh
40.9016575,-94.2632877,Shannon City
40.8024876,-94.6424676,Sharpsburg
42.8944129,-93.2118688,Sheffield
41.5161017,-95.45028,Shelby
41.8635423,-93.6955061,Sheldahl
43.1812107,-95.8569539,Sheldon
42.710237,-92.5829563,Shell Rock
42.0945385,-91.8693231,Shellsburg
40.7667389,-95.3761506,Shenandoah
42.6038868,-90.7845716,Sherrill
41.8505633,-91.6465645,Shueyville
43.3999861,-95.7516395,Sibley
40.7483337,-95.6474959,Sidney
41.3333445,-92.2046255,Sigourney
41.1133311,-95.637226,Silver City
43.0797991,-96.1756935,Sioux Center
42.4999942,-96.4003069,Sioux City
42.8933093,-95.1511051,Sioux Rapids
41.8778194,-93.6821269,Slater
42.2337584,-96.2244905,Sloan
42.229157,-95.9308434,Smithland
41.9852663,-95.7794517,Soldier
41.8072344,-91.4940604,Solon
42.3784454,-94.430297,Somers
41.452232,-92.090456,South English
43.1450748,-95.144318,Spencer
43.2049718,-91.9509965,Spillville
43.4226192,-95.1022313,Spirit Lake
42.0725226,-90.4351311,Spragueville
41.4122722,-93.6509177,Spring Hill
41.7728729,-94.4713893,Springbrook
42.0594453,-91.4426703,Springville
43.3784811,-92.9203887,St. Ansgar
42.1222087,-93.194926,St. Anthony
41.2883257,-93.8093887,St. Charles
42.3608433,-90.5392951,St. Donatus
43.0665745,-91.9332498,St. Lucas
41.3089145,-93.7327191,St. Marys
42.9285957,-91.3862484,St. Olaf
40.7696706,-91.5164208,St. Paul
43.4389912,-92.7822974,Stacyville
42.2888698,-93.7960607,Stanhope
42.6427617,-91.8126663,Stanley
40.9777689,-95.1016534,Stanton
41.8930715,-91.1507132,Stanwood
42.0166544,-93.1635365,State Center
42.4055374,-93.0724235,Steamboat Rock
40.8575265,-91.8351687,Stockport
41.5910797,-90.8565882,Stockton
42.6430359,-95.2019399,Storm Lake
42.1871601,-93.5955532,Story City
42.52637,-92.7118626,Stout
42.2713655,-93.9271721,Stratford
42.6835955,-91.5340348,Strawberry Point
42.8952663,-96.1953,Struble
41.5034243,-94.3183715,Stuart
41.5783288,-92.8449164,Sully
42.8474801,-92.0915633,Sumner
43.4322956,-94.9473346,Superior
42.9741434,-95.4975058,Sutherland
42.9771521,-93.314887,Swaledale
41.4652689,-93.3113196,Swan
43.384403,-94.3149681,Swea City
41.8458406,-91.693232,Swisher
40.8983329,-95.6713891,Tabor
41.9627392,-92.576753,Tama
41.9183824,-94.9430298,Templeton
41.5936006,-95.4411127,Tennant
43.3057947,-94.9716565,Terril
41.0280479,-94.0507827,Thayer
43.3713445,-93.7735556,Thompson
42.6880263,-94.0493982,Thor
41.4547292,-92.3357394,Thornburg
42.9444529,-93.3846691,Thornton
40.8200005,-95.7477788,Thurman
41.7069149,-91.6632783,Tiffin
40.8527699,-94.1952307,Tingley
41.7697434,-91.1279349,Tipton
43.236906,-94.0413443,Titonka
41.9972134,-92.5835266,Toledo
41.9050213,-90.8640346,Toronto
42.1936007,-92.4654688,Traer
41.2324965,-95.6130608,Treynor
42.8080363,-92.2582341,Tripoli
42.729146,-95.1827734,Truesdale
41.2097152,-93.8466116,Truro
42.0194325,-95.9663995,Turin
40.7797502,-92.7421407,Udell
41.3869388,-95.676674,Underwood
42.2455405,-93.0646468,Union
40.8183488,-92.6954705,Unionville
41.6550163,-91.5568354,University Heights
41.2869513,-92.6185251,University Park
42.2241596,-91.8743444,Urbana
41.6266555,-93.7121656,Urbandale
42.0502666,-95.7063942,Ute
42.0594309,-95.2002723,Vail
41.7299883,-93.3252075,Valeria
42.0086088,-92.091016,Van Horne
41.5333223,-93.9543949,Van Meter
40.8697209,-93.7929993,Van Wert
42.6580327,-94.8977642,Varina
43.1291257,-93.4779849,Ventura
41.7316675,-92.2979615,Victor
40.9296034,-94.9766416,Villisca
42.5919143,-94.0202301,Vincent
41.9901859,-92.3818567,Vining
42.1646477,-92.0185651,Vinton
42.8047058,-91.5409782,Volga
42.84276,-91.6568201,Wadena
43.366075,-95.1719411,Wahpeton
41.585543,-90.7743819,Walcott
41.8783375,-91.8346236,Walford
42.2866572,-91.7807299,Walker
42.2710952,-95.093047,Wall Lake
43.3198193,-94.794901,Wallingford
41.4774899,-95.2219405,Walnut
41.1814193,-91.1854273,Wapello
41.3014077,-91.6916417,Washington
42.5755429,-95.7175088,Washta
42.492786,-92.3425775,Waterloo
43.2077573,-91.297633,Waterville
43.056086,-92.0332254,Waucoma
41.6119903,-93.8855768,Waukee
43.2694208,-91.475695,Waukon
42.7272032,-92.4668511,Waverly
41.1472434,-91.6607207,Wayland
42.9485835,-95.0119338,Webb
41.4383427,-92.1690689,Webster
42.4694321,-93.8159149,Webster City
40.8974992,-93.7349421,Weldon
41.4641806,-91.8382273,Wellman
42.4328011,-92.9250864,Wellsburg
41.9080812,-90.5954147,Welton
43.0886148,-93.9931467,Wesley
42.9600447,-94.4450576,West Bend
41.6714086,-91.3465521,West Branch
40.8250386,-91.1565357,West Burlington
41.3389036,-91.8176711,West Chester
41.5772115,-93.711332,West Des Moines
41.5700231,-91.2637695,West Liberty
43.3532972,-95.1624963,West Okoboji
40.7167039,-91.4501542,West Point
42.9627564,-91.8082167,West Union
42.7562147,-96.6039438,Westfield
42.7699822,-91.9962845,Westgate
41.7197101,-95.3947221,Westphalia
42.0760967,-95.0988811,Westside
40.9655832,-91.6237738,Westwood
41.401397,-92.3546288,What Cheer
41.8316906,-90.8382014,Wheatland
42.1269338,-96.1508521,Whiting
43.0634809,-94.4221252,Whittemore
42.2608178,-93.0054795,Whitten
41.9791526,-94.8222064,Willey
42.489423,-93.5446544,Williams
41.6611187,-92.0090673,Williamsburg
41.0877764,-93.2549305,Williamson
41.5889154,-91.0168179,Wilton
41.6038268,-93.7105118,Windsor Heights
41.123083,-91.4412683,Winfield
41.3308237,-94.0138393,Winterset
42.4733189,-91.7343327,Winthrop
41.4024223,-94.8885302,Wiota
43.2330157,-93.9091158,Woden
41.7340073,-95.7074104,Woodbine
41.0119428,-93.5991047,Woodburn
41.857276,-93.9222218,Woodward
42.5648713,-93.8427532,Woolstock
42.3963877,-91.1198617,Worthington
42.0591801,-91.0073701,Wyoming
41.7766528,-94.3580219,Yale
42.3160934,-94.8460959,Yetter
40.7333264,-95.1569266,Yorktown
42.1610971,-93.2971505,Zearing
42.2977891,-90.6876307,Zwingle
